                            A ^2 Sigma^+      A  0  2  +  .      (2330)     (866.7)       (6.7)           .     (1.349)    (0.0199)           .           .           .     (1.599)
                               X ^2 Pi_i      X  1  2  .  .           0     (851.5)      (12.5)           .     (1.202)    (0.0151)           .           .           .     (1.695)
