                            a ^1 Sigma^+      a  0  1  +  .      (6628)      (1018)           .           .     (0.695)           .           .           .           .      (1.70)
                            * ^3 Sigma^-      *  0  3  -  .      (5597)       (606)           .           .     (0.556)           .           .           .           .      (1.90)
                               * ^3 Pi_i      *  1  3  .  .           0       (983)           .           .     (0.606)           .           .           .           .      (1.82)
