                                 A ^1 Pi      A  1  1  .  .    36750.92      849.04       11.37      -0.100      0.7054     0.00820    -0.00050    1.60E-06  0.00000027      1.6894
                               a ^3 Pi_1      a  1  3  .  .       20200         911         5.7           .      0.6986      0.0047           .           .           .       1.698
                            X ^1 Sigma^+      X  0  1  +  .           0      839.12        5.11           .      0.6838     0.00646           .  0.00000172  0.00000007      1.7159
