                                       B      B -1 -1  .  .       41234         786          27           .           .           .           .           .           .           .
                            b ^1 Sigma^+      b  0  1  +  .       12087         607       (3.5)           .           .           .           .           .           .           .
                      X ^2 Sigma^- (0^+)      X  0  2  -  .           0         577         3.5           .           .           .           .           .           .           .
