                                       E      E -1 -1  .  .     35462.6       217.7        1.02           .           .           .           .           .           .           .
                                 A ^1 Pi      A  1  1  .  .     30845.7       269.4        0.89           .           .           .           .           .           .           .
                            X ^1 Sigma^+      X  0  1  +  .           0       408.7        1.36           .  .096340508  0.00028904           .   2.2071E-8     1.9E-11    2.134629
