                            B ^1 Sigma^+      B  0  1  +  .    23052.59      497.34       2.333           .     0.25518     0.00155           .    0.269E-6           .      2.1956
                            X ^1 Sigma^+      X  0  1  +  .           0      528.74       2.704           .     0.26797     0.00176           .    0.276E-6           .      2.1425
