                            d ^1 Sigma^+      d  0  1  +  .       83160      2672.6        71.2           .      14.390       0.621           .     16.0E-4           .      1.1163
                                 c ^1 Pi      c  1  1  .  .     (43744)   [2122.64]           .           .      14.537       0.593      -0.347   [22.0E-4]           .      1.1106
                               A ^3 Pi_i      A  1  3  .  .     29807.4      3231.2        98.6           .     16.6745      0.7454           .  [17.80E-4]           .     1.03698
                            b ^1 Sigma^+      b  0  1  +  .       21202      3352.4       74.24        0.70      16.705       0.591           .     16.0E-4           .      1.0360
                              a ^1 Delta      a  2  1  .  .     (12566)      [3188]        (68)           .    [16.439]        0.66           .   [16.2E-4]           .      1.0341
                            X ^3 Sigma^-      X  0  3  -  .           0     3282.27       78.35           .     16.6993      0.6490           . [17.097E-4]           .     1.03621
