                          A_2  ^2 Pi_1/2    A_2  1  1  .  .           .         483         2.6           .           .           .           .           .           .           .
                          A_2  ^2 Pi_1/2    A_2  1  1  .  .           .         483         2.6           .           .           .           .           .           .           .
                          A_1  ^2 Pi_3/2    A_1  1  2  .  .           .         488         3.1           .     (0.554)       0.004           .           .           .     (1.598)
                          X_2  ^2 Pi_1/2    X_2  1  2  .  .       (401)           .           .           .           .           .           .           .           .           .
                          X_1  ^2 Pi_3/2    X_1  1  2  .  .           0           .           .           . [0.5521740]           .           .           .           .    1.600574
