                            B ^2 Sigma^+      B  0  1  +  .     29100.4      836.32       5.917           .      0.6829     0.00628           .  0.00000182           .      1.6894
                               A ^2 Pi_i      A  1  1  .  .      7053.2     1061.99       6.035           .      0.7135      0.0058           .   0.0000013           .       1.653
                               A ^2 Pi_i      A  1  1  .  .      6894.9     1061.99       6.035           .      0.7135      0.0058           .   0.0000013           .       1.653
                            X ^2 Sigma^+      X  0  2  +  .           0     1239.67        6.86           .      0.7986     0.00597           .  0.00000133           .      1.5622
