                                 A ^2 Pi      A  1  2  .  .       (347)       (442)           .           .           .           .           .           .           .      (2.33)
                            X ^2 Sigma^+      X  0  2  +  .           0       (384)           .           .           .           .           .           .           .      (2.22)
