                             A ^2 Pi_3/2      A  1  2  .  .    21557.81      514.57        5.52           .     0.27635     0.00273           .      3.2E-7           .      2.0723
                            X2 ^2 Pi_1/2     X2  1  2  .  .      (2330)           .           .           .           .           .           .           .           .           .
                            X1 ^2 Pi_3/2     X1  1  2  .  .           0      681.47        4.29           .     0.34026    0.002696           .      3.6E-7           .      1.8676
