                                 A ^1 Pi      A  1  1  .  .    39805.66     1103.09       7.222           .     0.73071     0.00663           .     1.29E-6           .      1.5467
                            X ^1 Sigma^+      X  0  1  +  .           0     1337.24       6.983           .   0.7864854   0.0055364           .    1.091E-6           .    1.490866
