                            a (^3 Delta)      a  2  3  .  .     [28534]       [276]           .           .      [1.51]           .           .           .           .           .
                            B ^1 Sigma^+      B  0  1  +  .   [28350.5]      [82.1]           .           .     [0.070]           .           .           .           .      [4.63]
                            A ^1 Sigma^+      A  0  1  +  .     17845.8       165.7       -7.77           .       1.075     -0.0219           .    0.000098    -2.0E-06       3.960
                            X ^1 Sigma^+      X  0  1  +  .           0       891.0       12.93       0.105      2.7099      0.0579           .       [113]           .      2.4938
