                                       B      B -1 -1  .  .           .           .           .           .           .           .           .           .           .           .
                              A ^6 Sigma      A  0  6  .  .       17949       762.8         9.6        0.06     (0.390)           .           .           .           .     (1.868)
                              X ^6 Sigma      X  0  6  .  .           0       839.6        4.79           .     (0.435)           .           .           .           .     (1.769)
