                               a (^3 Pi)      a  1  3  .  .     (28000)           .           .           .           .           .           .           .           .           .
                            X ^1 Sigma^+      X  0  1  +  .           0      (3700)           .           .      (18.9)           .           .           .           .     (0.970)
