                                       A      A -1  1  .  .     23595.1      626.66        3.40           .           .           .           .           .           .           .
                                       A      A -1  1  .  .     23033.1      626.66        3.40           .           .           .           .           .           .           .
                            (X ^2 Sigma)      X  0  2  .  .           0      703.09        3.71      -0.285           .           .           .           .           .           .
