                                 A ^1 Pi      A  1  1  .  .     25846.1    [390.17]      (72.0)           .      4.9125      0.7667           .  [19.92E-4]           .      1.8782
                            X ^1 Sigma^+      X  0  1  +  .           0     2157.17       34.24           .      7.6603      0.2096      .00455     3.83E-4       -5E-6      1.5041
