                              C ^1 Sigma      C  0  1  .  .     14907.6       324.5        1.14           .    (0.1089)    (0.0007)           .    (0.9E-7)           .     (2.484)
                              X ^1 Sigma      X  0  1  .  .           0       380.7         1.3           .    (0.1160)    (0.0003)           .    (0.9E-7)           .     (2.406)
