                          Emission bandsEmissio -1 -1  .  .           .           .           .           .           .           .           .           .           .           .
                          Emission bandsEmissio -1  1  .  .           .           .           .           .           .           .           .           .           .           .
                          Emission bandsEmissio -1 -1  .  .           .           .           .           .           .           .           .           .           .           .
                          Emission bandsEmissio -1  1  .  .           .           .           .           .           .           .           .           .           .           .
                            B (^7 Sigma)      B  0  7  .  .     41231.5       637.2        4.46           .           .           .           .           .           .           .
                               A (^7 Pi)      A  1  7  .  .     28465.0         673           4           .           .           .           .           .           .           .
                            X (^7 Sigma)      X  0  7  .  .           0       618.8        3.01           .           .           .           .           .           .           .
