                            b ^1 Sigma^+      b  0  1  +  .     14984.6      935.6Q         5.4           .   [0.68284]           .           .   [1.65E-6]           .    [1.5713]
                            X ^3 Sigma^-      X  0  3  -  .           0      827.0Q         5.1           .   [0.64685]           .           .   [1.78E-6]           .    [1.6144]
