                            A ^1 Sigma^+      A  0  1  +  .     19052.8       228.2       -5.75           .       1.269     -0.0375           .      9.5E-5           .        3.68
                            X ^2 Sigma^+      X  0  2  +  .           0       983.6       14.32           .      3.4123      0.0817           .     15.3E-5           .      2.2425
