                            G ^4 Sigma^-      G  0  4  -  .     21385.3       850.5        3.37           .      0.4001      0.0019           .      2.7E-7           .      1.7572
                                       F      F -1 -1  .  .     (20740)       (908)         (4)           .           .           .           .           .           .           .
                                       D      D -1 -1  .  .     (16640)     [(932)]           .           .           .           .           .           .           .           .
                                       C      C -1 -1  .  .     (15580)       (904)         (2)           .           .           .           .           .           .           .
                                       B      B -1 -1  .  .     (15300)       (891)         (4)           .           .           .           .           .           .           .
                                       E      E -1 -1  .  .     (15270)       (847)           .           .           .           .           .           .           .           .
                                      A'     A' -1  1  .  .           .           .           .           .           .           .           .           .           .           .
                                      A'     A' -1  1  .  .     (13720)     [(899)]           .           .           .           .           .           .           .           .
                            X ^4 Sigma^-      X  0  4  -  .           0       989.0        3.83           .      0.4321      0.0021           .      2.2E-7           .      1.6909
