                           A (^2 Pi_3/2)      A  1  2  .  .       27871       485.9        5.40      -0.074           .           .           .           .           .           .
                            X2 ^2 Pi_1/2     X2  1  2  .  .       (900)           .           .           .           .           .           .           .           .           .
                            X1 ^2 Pi_3/2     X1  1  2  .  .           0       778.7        6.82           .    0.429598    0.003639           .  (0.523E-6)           .      1.7172
