                               B (^6 Pi)      B  1  6  .  .           .           .           .           .           .           .           .           .           .           .
                          A ^6 Sigma^(+)      A  0  6  +  .     (11611)    [1479.4]        21.5           .       5.337       0.131           .  [0.000247]           .       1.787
                          X ^6 Sigma^(+)      X  0  6  +  .           0    [1581.2]        (32)           .       6.220       0.179           .  [0.000347]           .      1.6557
