                            B ^1 Sigma^+      B  0  1  +  .     39332.1      286.80        0.84           .     0.10566    0.000320           .    0.575E-7           .      2.6087
                            X ^1 Sigma^+      X  0  1  +  .           0      388.38        1.31           .     0.12072    0.000440           .    0.475E-7           .      2.4405
