                                       B      B -1 -1  .  .     21240.9       502.2         2.9           .           .           .           .           .           .           .
                                       A      A -1 -1  .  .    19152.77      539.45        4.39           .     0.24591     0.00217           . [0.0173E-5]           .      2.0060
                                       X      X -1 -1  .  .           0      615.28       2.603           .     0.26295     0.00145           . [0.0178E-5]           .      1.9399
