                              B ^2 Sigma      B  0  2  .  .     12497.6       488.2         2.0           .           .           .           .           .           .           .
                                 A ^2 Pi      A  1  2  .  .           .           .           .           .           .           .           .           .           .           .
                                 A ^2 Pi      A  1  2  .  .           .           .           .           .           .           .           .           .           .           .
                              X ^2 Sigma      X  0  2  .  .           0       565.2         1.8           .           .           .           .           .           .           .
