                                       E      E -1 -1  .  .       33991         242      (3.63)         .13           .           .           .           .           .           .
                                 D ^1 Pi      D  1  1  .  .     28661.8       338.6        1.70           .           .           .           .           .           .           .
                            X ^1 Sigma^+      X  0  1  +  .           0       481.2        1.30           .           .           .           .           .           .           .
